Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
283,120,5,34,5063,0,0,0,0,15,2,4,0,7,5,2007,2008,1,15,15,4,166,1,2,2,1,2,3,0,904,5,0,410,1314,1,0,0,0,1314,0,0,1314,1,0,2,0,2,1,1,6,0,1,1,1,2008,1,2,626,2,2,0,172,62,0,0,0,0,4,2009,6,0,207500
284,20,5,74,9612,0,0,0,0,21,1,0,0,8,5,2008,2009,1,15,15,4,72,1,2,2,1,2,3,5,0,5,0,1468,1468,1,0,0,0,1468,0,0,1468,0,0,2,0,3,1,1,6,0,1,1,1,2008,0,3,898,2,2,0,210,150,0,0,0,0,12,2009,3,5,244600
285,120,5,50,8012,0,0,0,0,20,2,3,0,6,5,1992,1992,1,10,7,3,0,1,2,2,1,2,3,0,430,5,0,1145,1575,1,1,0,0,1575,0,0,1575,1,0,2,0,2,1,1,5,0,0,5,1,1992,1,2,529,2,2,0,0,0,52,0,0,0,7,2007,0,0,179200
286,160,2,35,4251,1,0,0,0,21,2,3,3,7,5,2006,2007,1,8,8,3,0,1,2,2,1,2,3,5,0,5,0,625,625,1,0,0,0,625,625,0,1250,0,0,2,1,2,1,1,5,0,0,5,5,2006,1,2,528,2,2,0,0,54,0,0,0,0,6,2007,3,5,164700
287,50,5,77,9786,1,1,0,0,12,2,0,1,6,7,1962,1981,1,16,16,3,0,2,2,1,2,2,3,3,600,5,0,312,912,1,2,0,0,1085,649,0,1734,0,0,1,1,3,1,1,7,0,1,1,1,1962,1,2,440,2,2,0,0,0,0,0,128,0,6,2006,0,0,159000
288,20,5,70,8125,1,0,1,0,12,2,0,0,4,4,1971,1971,1,6,6,3,0,2,2,1,2,2,3,2,614,5,0,244,858,1,2,0,0,858,0,0,858,0,0,1,0,3,1,2,5,0,0,5,6,1978,3,0,0,5,5,0,0,0,0,0,0,0,6,2006,0,0,88000
289,20,5,70,9819,1,0,0,0,19,2,0,0,5,5,1967,1967,1,8,8,1,31,2,1,1,2,2,3,2,450,5,0,432,882,1,2,0,0,900,0,0,900,0,0,1,0,3,1,2,5,0,0,5,5,1970,2,1,280,2,2,0,0,0,0,0,0,0,2,2010,0,0,122000
290,70,5,60,8730,0,0,0,0,3,4,0,3,6,7,1915,2003,1,16,16,3,0,2,2,0,2,2,3,5,0,5,0,698,698,1,0,0,1,698,698,0,1396,0,0,1,0,3,1,2,7,0,0,5,5,2003,2,1,384,2,2,0,0,0,0,0,259,0,7,2007,0,0,153575
291,60,5,120,15611,0,0,0,0,5,2,0,3,8,5,2006,2006,1,15,15,3,0,1,2,2,1,2,1,5,0,5,0,1079,1079,1,0,0,0,1079,840,0,1919,0,0,2,1,3,1,1,8,0,1,1,1,2006,1,2,685,1,2,0,0,51,0,0,0,0,7,2006,3,5,233230
292,190,5,55,5687,0,1,0,0,18,2,1,3,5,6,1912,2000,1,15,15,3,0,2,3,2,2,3,3,3,210,5,0,570,780,1,0,1,0,936,780,0,1716,1,0,2,0,6,1,3,9,0,0,5,6,1978,3,0,0,5,5,2,0,184,0,0,0,0,3,2008,0,0,135900
293,50,5,60,11409,0,0,0,0,7,2,0,1,5,4,1949,2008,1,16,16,3,0,2,2,1,2,2,3,4,292,5,0,476,768,1,1,0,0,1148,568,0,1716,0,0,1,1,3,1,2,8,2,1,1,1,1949,2,1,281,2,2,0,0,0,0,0,160,0,1,2009,0,0,131000
294,60,5,70,16659,1,0,1,0,16,6,0,3,7,7,1977,1994,1,10,10,1,34,2,2,1,2,2,3,1,795,5,0,0,795,1,3,0,0,1468,795,0,2263,1,0,2,1,3,1,1,9,0,1,2,1,1977,0,2,539,2,2,0,0,250,0,0,0,0,3,2006,0,0,235000
295,20,5,80,9600,0,0,0,0,12,2,0,0,6,5,1953,1953,3,6,6,4,238,2,2,1,2,2,3,0,1285,5,0,131,1416,1,2,0,0,1644,0,0,1644,1,0,1,0,3,1,2,7,0,2,1,1,1953,0,2,418,2,2,0,110,0,0,0,0,0,10,2009,0,0,167000
296,80,5,37,7937,1,0,2,0,11,2,0,7,6,6,1984,1984,1,6,6,3,0,2,2,1,2,2,1,0,819,5,0,184,1003,1,2,0,0,1003,0,0,1003,1,0,1,0,3,1,2,6,0,0,5,5,1984,2,2,588,2,2,0,120,0,0,0,0,0,3,2006,0,0,142500
297,50,7,75,13710,0,0,0,0,9,2,0,1,5,5,1950,1950,1,16,16,3,0,2,2,1,2,2,3,2,420,5,0,490,910,1,2,0,1,910,648,0,1558,0,0,1,1,4,1,2,6,0,0,5,1,1950,2,1,282,2,2,0,289,0,0,0,0,0,6,2007,0,0,152000
298,60,2,66,7399,1,0,0,0,21,2,0,3,7,5,1997,1998,3,15,15,1,1600,1,2,2,1,2,3,2,649,5,0,326,975,1,0,0,0,975,975,0,1950,0,0,2,1,3,1,1,7,0,1,2,5,1997,1,2,576,2,2,0,0,10,0,0,198,0,6,2007,0,0,239000
299,60,5,90,11700,0,0,0,0,16,2,0,3,6,6,1968,1968,4,6,1,1,365,1,2,1,2,2,3,1,384,3,175,143,702,1,1,0,0,1041,702,0,1743,0,1,1,2,3,1,2,7,0,1,1,1,1968,2,2,539,2,2,0,224,0,0,0,0,0,6,2007,0,0,175000
300,20,5,80,14000,0,0,0,0,6,2,0,0,6,8,1950,2004,1,6,6,3,0,2,1,1,2,2,3,5,0,5,0,1092,1092,1,0,0,0,1152,0,0,1152,0,1,1,0,3,1,1,6,0,1,1,1,1950,2,1,300,2,2,0,0,36,0,0,0,0,8,2009,0,4,158500
301,190,5,90,15750,0,0,1,0,6,2,1,0,5,5,1953,1953,3,8,8,1,56,2,2,1,2,2,2,2,841,5,0,324,1165,1,2,0,0,1336,0,0,1336,1,0,1,0,2,1,2,5,0,2,1,1,1953,2,1,375,2,2,0,0,0,0,0,0,0,6,2006,0,0,157000
302,60,5,66,16226,3,0,0,0,5,2,0,3,8,5,1998,1999,1,15,15,3,0,1,2,2,1,2,3,0,281,5,0,747,1028,1,0,0,0,1210,1242,0,2452,0,0,2,1,4,1,1,9,0,1,2,3,1998,0,2,683,2,2,0,208,50,0,0,0,0,5,2007,0,0,267000
303,20,5,118,13704,1,0,1,0,5,2,0,0,7,5,2001,2002,1,15,15,1,150,1,2,2,1,2,3,5,0,5,0,1541,1541,1,0,0,0,1541,0,0,1541,0,0,2,0,3,1,1,6,0,1,2,1,2001,1,3,843,2,2,0,468,81,0,0,0,0,1,2006,0,0,205000
304,20,5,70,9800,0,0,1,0,5,2,0,0,5,7,1972,1972,1,15,15,3,0,2,2,2,2,2,3,1,894,5,0,0,894,1,2,0,0,894,0,0,894,1,0,1,0,3,1,2,5,0,0,5,1,1975,2,2,552,2,2,0,256,0,0,0,0,0,7,2006,0,1,149900
305,75,7,87,18386,0,0,0,0,17,2,0,4,7,9,1880,2002,1,5,5,3,0,2,2,0,2,2,3,5,0,5,0,1470,1470,1,0,0,0,1675,1818,0,3493,0,0,3,0,3,1,1,10,0,1,0,1,2003,2,3,870,2,2,0,302,0,0,0,0,0,5,2008,0,0,295000
306,20,5,80,10386,0,0,0,0,5,2,0,0,8,5,2004,2005,1,5,5,4,246,1,2,2,1,2,3,0,1464,5,0,536,2000,1,0,0,0,2000,0,0,2000,1,0,2,0,3,1,1,8,0,0,5,1,2004,0,3,888,2,2,0,168,0,0,0,0,0,7,2007,0,0,305900
307,60,5,116,13474,0,0,0,0,20,1,0,3,7,5,1990,1991,1,6,10,1,246,1,2,1,1,2,3,1,700,5,0,0,700,1,1,0,0,1122,1121,0,2243,1,0,2,1,4,1,1,8,0,1,2,1,1990,1,3,746,2,2,0,127,44,224,0,0,0,6,2007,0,0,225000
308,50,7,70,7920,1,0,0,0,9,0,0,1,6,7,1920,1950,1,8,8,3,0,2,3,1,2,2,3,5,0,5,0,319,319,1,2,0,1,1035,371,0,1406,0,0,1,0,3,1,3,6,0,0,5,6,1978,3,0,0,5,5,2,0,144,0,0,0,0,3,2008,0,0,89500
309,30,5,70,12342,1,0,0,0,7,2,0,0,4,5,1940,1950,1,15,15,3,0,2,2,1,2,2,3,2,262,5,0,599,861,1,0,0,0,861,0,0,861,0,0,1,0,1,1,2,4,0,0,5,5,1961,2,2,539,2,2,0,158,0,0,0,0,0,3,2009,0,0,82500
310,20,5,90,12378,1,0,0,0,15,2,0,0,9,5,2003,2004,1,15,15,3,0,1,2,2,0,2,0,0,1274,5,0,622,1896,1,0,0,0,1944,0,0,1944,1,0,2,0,3,1,0,8,0,3,0,1,2003,0,3,708,2,2,0,208,175,0,0,0,0,11,2006,0,0,360000
311,60,5,70,7685,1,0,0,0,8,2,0,3,6,5,1993,1994,1,6,6,1,112,2,2,2,1,2,3,1,518,5,0,179,697,1,1,0,0,697,804,0,1501,0,0,2,1,3,1,1,6,0,1,2,1,1993,0,2,420,2,2,0,190,63,0,0,0,0,5,2006,0,0,165600
312,20,5,50,8000,0,0,0,0,12,2,0,0,6,6,1948,2002,1,15,15,3,0,2,1,1,2,2,3,1,680,5,0,292,972,1,0,0,0,972,0,0,972,1,0,1,0,2,1,2,5,0,1,1,5,1948,2,1,240,2,2,0,0,0,0,0,0,0,5,2009,0,0,132000
313,190,7,65,7800,0,0,0,0,17,0,1,1,5,7,1939,1950,1,8,8,3,0,2,2,1,1,2,2,3,507,5,0,286,793,1,2,0,0,793,325,0,1118,1,0,1,0,3,1,2,5,0,1,1,5,1939,2,2,410,2,2,0,0,0,0,0,271,0,5,2006,0,0,119900
314,20,5,150,215245,3,3,0,2,23,2,0,0,7,5,1965,1965,3,3,3,3,0,2,2,1,1,2,0,1,1236,3,820,80,2136,2,2,0,0,2036,0,0,2036,2,0,2,0,3,1,2,8,0,2,1,1,1965,1,2,513,2,2,0,0,0,0,0,0,0,6,2009,0,0,375000
315,70,7,60,9600,0,0,0,0,17,2,0,3,7,7,1925,1990,1,16,16,3,0,2,2,0,2,1,3,4,16,5,0,712,728,1,0,0,0,832,809,0,1641,0,1,1,1,3,1,0,6,0,1,1,5,1925,2,2,546,3,2,0,0,0,234,0,0,0,8,2006,0,0,178000
316,60,5,71,7795,1,0,0,0,8,2,0,3,7,5,2004,2005,1,15,15,3,0,1,2,2,1,2,3,0,425,5,0,291,716,1,0,0,0,716,716,0,1432,1,0,2,1,3,1,1,6,0,1,1,1,2004,0,2,432,2,2,0,100,51,0,0,0,0,7,2009,0,0,188500
317,60,5,94,13005,1,0,1,0,16,2,0,3,7,7,1980,1980,1,5,5,1,278,1,2,1,1,2,3,0,692,5,0,153,845,1,2,0,0,1153,1200,0,2353,1,0,2,1,4,1,0,10,0,1,2,1,1983,1,2,484,2,2,0,288,195,0,0,0,0,8,2009,0,0,260000
318,60,2,75,9000,0,0,0,0,21,2,0,3,8,5,2006,2006,1,15,15,3,0,1,2,2,1,2,1,5,0,5,0,1088,1088,1,0,0,0,1088,871,0,1959,0,0,2,1,3,1,1,8,0,1,1,1,2006,1,3,1025,2,2,0,208,46,0,0,0,0,12,2007,0,0,270000
319,60,5,90,9900,0,3,0,1,13,2,0,3,7,5,1993,1993,1,6,6,1,256,1,2,2,1,2,0,0,987,5,0,360,1347,1,0,0,0,1372,1274,0,2646,1,0,2,1,4,1,1,9,0,1,2,1,1993,1,3,656,2,2,0,340,60,144,0,0,0,4,2009,0,0,260000
320,80,5,70,14115,0,0,0,0,16,2,0,7,7,5,1980,1980,1,10,10,1,225,2,2,1,1,2,1,0,1036,5,0,336,1372,1,2,0,0,1472,0,0,1472,1,0,2,0,3,1,2,6,0,2,2,1,1980,2,2,588,2,2,0,233,48,0,0,0,0,6,2009,0,0,187500
321,60,5,111,16259,0,0,1,0,15,2,0,3,9,5,2006,2006,1,15,15,4,370,2,2,2,0,1,1,5,0,5,0,1249,1249,1,0,0,0,1249,1347,0,2596,0,0,3,1,4,1,1,9,0,0,5,1,2006,1,3,840,2,2,0,240,154,0,0,0,0,9,2006,3,5,342643
322,60,5,99,12099,1,0,0,0,15,2,0,3,8,5,2004,2004,1,15,15,1,388,1,2,2,0,2,1,0,970,5,0,166,1136,1,0,0,0,1136,1332,0,2468,1,0,2,1,4,1,1,10,0,1,1,3,2004,0,3,872,2,2,0,184,154,0,0,0,0,6,2007,0,0,354000
323,60,5,86,10380,1,0,0,0,20,2,0,3,7,5,1986,1987,1,10,10,1,172,1,2,1,2,2,0,4,28,1,1474,0,1502,1,0,0,0,1553,1177,0,2730,1,0,2,1,4,1,1,8,0,1,2,1,1987,0,2,576,2,2,0,201,96,0,0,0,0,8,2007,0,0,301000
324,20,7,49,5820,0,0,0,0,17,2,0,0,3,8,1955,2005,1,15,15,3,0,2,1,1,2,2,3,1,256,5,0,906,1162,1,0,0,0,1163,0,0,1163,1,0,1,0,3,1,2,6,0,0,5,1,1955,2,1,220,3,2,0,142,98,0,0,0,0,7,2006,0,0,126175
325,80,5,96,11275,0,0,1,0,12,5,0,7,7,7,1967,2007,4,16,16,1,300,1,1,1,1,2,3,5,0,5,0,710,710,1,0,0,0,1898,1080,0,2978,0,0,2,1,5,1,1,11,0,1,1,3,1961,0,2,564,2,2,0,240,0,0,0,0,0,6,2010,0,0,242000
326,45,7,50,5000,0,0,0,0,9,8,0,2,5,6,1941,1950,1,8,8,3,0,2,2,1,2,2,1,2,116,5,0,604,720,1,4,1,2,803,0,0,803,0,0,1,0,2,1,2,5,0,0,5,5,1941,2,2,360,2,2,0,0,0,244,0,0,0,12,2007,0,0,87000
327,120,5,32,10846,1,0,2,0,24,2,3,0,8,5,1993,1993,1,3,3,3,0,1,2,2,1,2,0,0,1619,5,0,100,1719,1,0,0,0,1719,0,0,1719,2,0,1,1,1,1,1,6,0,2,1,1,1993,0,2,473,2,2,0,122,30,0,0,0,0,5,2008,5,0,324000
328,20,5,80,11600,0,0,0,0,12,2,0,0,6,5,1960,1960,3,16,16,1,175,2,2,1,2,2,3,3,565,5,0,818,1383,1,2,0,0,1383,0,0,1383,0,0,1,1,3,1,2,7,0,0,5,1,1960,1,1,292,2,2,0,0,45,0,0,0,0,4,2006,0,0,145250
329,75,5,70,11888,1,1,0,0,3,5,0,5,6,6,1916,1994,1,16,16,3,0,2,2,0,2,2,3,5,0,5,0,844,844,1,1,1,1,1445,689,0,2134,0,0,2,0,5,1,1,10,0,0,5,5,1930,2,2,441,2,2,0,0,60,268,0,0,0,7,2009,0,0,214500
330,70,7,60,6402,0,0,1,0,9,2,0,3,5,5,1920,1950,1,16,16,3,0,2,2,2,2,2,2,5,0,5,0,596,596,1,2,1,0,596,596,0,1192,0,0,1,0,3,1,2,6,0,0,5,5,1920,2,1,189,3,3,2,0,0,137,0,0,0,7,2009,0,0,78000
331,90,5,70,10624,1,0,0,0,12,2,2,0,5,4,1964,1964,1,6,6,1,84,2,2,1,2,2,3,0,40,3,264,1424,1728,1,2,0,0,1728,0,0,1728,0,1,2,0,6,2,2,10,0,0,5,5,2002,2,1,352,2,2,0,155,0,0,0,0,0,11,2007,0,0,119000
332,20,5,70,8176,0,0,0,0,12,2,0,0,5,6,1958,1992,1,16,16,3,0,2,2,1,2,2,3,3,846,5,0,210,1056,1,3,0,0,1056,0,0,1056,1,0,1,0,3,1,2,6,0,0,5,1,1958,1,1,308,2,2,0,0,0,0,0,0,0,8,2007,0,0,139000
333,20,5,85,10655,1,0,0,0,15,2,0,0,8,5,2003,2004,1,15,15,1,296,1,2,2,1,2,3,0,1124,6,479,1603,3206,1,0,0,0,1629,0,0,1629,1,0,2,0,3,1,1,7,0,1,1,1,2003,1,3,880,2,2,0,0,0,0,0,0,0,10,2009,0,0,284000
334,120,7,59,8198,0,0,4,0,15,2,3,0,7,5,2004,2004,1,15,15,4,146,1,2,2,1,2,1,0,720,5,0,638,1358,1,0,0,0,1358,0,0,1358,1,0,2,0,2,1,1,6,0,1,1,1,2004,1,2,484,2,2,0,192,30,0,0,0,0,7,2008,0,0,207000
335,60,5,59,9042,1,0,0,0,8,2,0,3,6,5,1998,1998,1,15,15,3,0,2,2,2,1,2,0,0,828,5,0,115,943,1,1,0,0,943,695,0,1638,1,0,2,1,3,1,2,7,0,2,2,1,1998,0,2,472,2,2,0,100,38,0,0,0,0,7,2008,0,0,192000
336,190,5,70,164660,1,2,1,2,23,2,1,1,5,6,1965,1965,1,10,10,3,0,2,2,1,2,2,0,1,1249,2,147,103,1499,1,0,0,0,1619,167,0,1786,2,0,2,0,3,1,2,7,0,2,1,1,1965,0,2,529,2,2,0,670,0,0,0,0,700,8,2008,0,0,228950
337,20,5,86,14157,1,2,1,0,22,2,0,0,9,5,2005,2006,3,15,15,4,200,1,2,2,0,2,0,0,1249,5,0,673,1922,1,0,0,0,1922,0,0,1922,1,0,2,0,3,1,1,8,0,1,1,1,2005,0,3,676,2,2,0,178,51,0,0,0,0,7,2007,0,0,377426
338,20,5,70,9135,0,0,0,0,5,2,0,0,7,5,2002,2003,1,15,15,1,113,1,2,2,1,2,1,0,810,5,0,726,1536,1,0,0,0,1536,0,0,1536,1,0,2,0,3,1,1,7,0,0,5,1,2002,1,2,532,2,2,0,192,74,0,0,0,0,12,2008,0,0,214000
339,20,5,91,14145,0,0,1,0,16,2,0,0,7,7,1984,1998,1,16,16,3,0,1,2,1,1,2,2,1,213,5,0,995,1208,1,0,0,0,1621,0,0,1621,1,0,2,0,3,1,1,8,0,0,5,1,1984,1,2,440,2,2,0,108,45,0,0,0,400,5,2006,0,0,202500
340,20,5,66,12400,1,0,0,0,12,1,0,0,6,7,1958,1998,3,16,16,1,176,2,2,1,2,3,3,3,585,5,0,630,1215,1,2,0,1,1215,0,0,1215,0,0,1,0,3,1,2,6,0,0,5,1,1958,2,1,297,2,2,0,0,0,0,0,234,0,6,2009,0,0,155000
341,60,5,85,14191,0,0,0,0,23,2,0,3,8,5,2002,2002,1,15,15,3,0,1,2,2,1,2,3,5,0,5,0,967,967,1,0,0,0,993,915,0,1908,0,0,2,1,4,1,1,9,0,0,5,1,2002,0,2,431,2,2,0,135,0,0,0,0,0,4,2010,0,0,202900
342,20,4,60,8400,0,0,0,0,20,1,0,0,4,4,1950,1950,1,16,0,3,0,3,3,1,2,3,3,5,0,5,0,721,721,1,1,0,0,841,0,0,841,0,0,1,0,2,1,2,4,0,0,5,4,1950,2,1,294,2,2,2,250,0,24,0,0,0,9,2009,0,0,82000
343,90,5,70,8544,0,0,0,0,12,2,2,0,3,4,1949,1950,1,14,14,1,340,2,2,3,5,5,4,6,0,6,0,0,0,5,3,1,1,1040,0,0,1040,0,0,2,0,2,2,2,6,0,0,5,5,1949,2,2,400,2,2,0,0,0,0,0,0,0,5,2006,0,0,87500
344,120,5,63,8849,1,0,0,0,15,2,3,0,9,5,2005,2005,3,8,8,1,616,0,2,2,0,2,3,0,28,5,0,1656,1684,1,0,0,0,1684,0,0,1684,0,0,2,0,2,1,0,6,0,1,0,1,2005,1,2,564,2,2,0,495,72,0,0,0,0,7,2008,0,0,266000
345,160,7,36,2592,0,0,0,0,10,2,3,3,5,3,1976,1976,1,5,5,3,0,2,2,1,1,2,3,3,129,2,232,175,536,1,2,0,0,536,576,0,1112,0,0,1,1,3,1,2,4,0,0,5,1,1976,2,1,336,2,2,0,182,0,0,0,0,0,4,2010,0,0,85000
346,50,5,65,6435,0,0,0,0,3,4,0,1,6,5,1939,1950,1,8,8,3,0,2,2,0,2,2,3,5,0,5,0,972,972,1,1,0,0,972,605,0,1577,0,0,1,0,3,1,3,6,0,1,1,5,1939,2,1,312,2,2,0,0,0,0,0,0,0,10,2006,0,0,140200
347,20,5,70,12772,1,0,2,0,12,2,0,0,6,8,1960,1998,3,8,8,3,0,2,1,1,2,2,2,2,498,5,0,460,958,1,2,0,0,958,0,0,958,0,0,1,0,2,1,2,5,0,0,5,1,1960,1,1,301,2,2,0,0,0,0,0,0,15500,4,2007,0,0,151500
348,20,5,70,17600,1,0,0,0,12,2,0,0,6,5,1960,1960,1,16,16,1,30,2,2,1,2,2,3,2,1270,5,0,208,1478,1,0,0,1,1478,0,0,1478,1,0,2,0,3,1,2,6,0,2,1,1,1960,2,2,498,2,2,0,0,40,0,0,0,0,12,2009,0,0,157500
349,160,5,36,2448,0,0,0,0,15,2,4,3,7,5,2003,2004,1,15,16,4,106,1,2,2,1,2,3,0,573,5,0,191,764,1,0,0,0,764,862,0,1626,1,0,2,1,2,1,1,6,0,0,5,3,2003,1,2,474,2,2,0,0,27,0,0,0,0,10,2008,0,0,154000
350,60,5,56,20431,2,0,0,0,15,2,0,3,9,5,2005,2006,3,5,5,1,870,0,2,2,0,2,3,0,1410,5,0,438,1848,1,0,0,0,1848,880,0,2728,1,0,2,1,4,1,0,10,0,2,0,1,2006,0,3,706,2,2,0,0,0,0,0,0,0,4,2006,3,5,437154
351,120,5,68,7820,1,0,0,0,15,2,3,0,9,5,2007,2007,3,8,8,1,362,0,2,2,0,2,3,5,0,5,0,1869,1869,1,0,0,0,1869,0,0,1869,0,0,2,0,2,1,0,6,0,1,1,1,2007,1,2,617,2,2,0,210,54,0,0,0,0,12,2007,3,5,318061
352,120,5,70,5271,1,3,0,1,4,2,0,0,7,5,1986,1986,1,16,16,3,0,2,2,2,1,2,0,0,1082,5,0,371,1453,1,1,0,0,1453,0,0,1453,1,0,1,1,2,1,1,6,0,1,2,1,1986,1,2,445,2,2,0,0,80,0,0,184,0,12,2006,0,1,190000
353,50,5,60,9084,0,0,0,0,7,0,0,1,5,6,1941,1950,1,15,15,3,0,2,2,1,2,3,2,4,236,3,380,0,616,1,2,1,0,616,495,0,1111,0,1,1,0,3,1,2,5,0,0,5,5,1941,2,1,200,2,3,0,48,0,0,0,0,0,3,2008,6,0,95000
354,30,7,60,8520,0,0,0,0,17,2,0,0,6,8,1928,2003,1,15,15,3,0,2,1,0,2,2,3,5,0,5,0,624,624,1,1,0,0,720,0,0,720,0,0,1,0,2,1,2,5,0,0,5,5,2005,2,2,484,2,2,0,106,0,0,0,0,0,5,2010,0,0,105900
355,50,5,60,8400,0,1,0,0,18,2,0,1,6,5,1940,2000,1,16,8,3,0,2,2,1,2,2,3,4,388,5,0,552,940,1,0,0,0,1192,403,0,1595,0,0,1,0,2,1,2,6,0,2,1,1,1940,2,1,240,2,2,0,0,0,108,0,0,0,6,2006,0,0,140000
356,20,5,105,11249,2,0,0,0,5,2,0,0,6,5,1995,1995,1,15,15,3,0,1,1,2,1,1,3,1,334,2,544,322,1200,1,0,0,0,1200,0,0,1200,1,0,2,0,3,1,1,6,0,0,5,1,1995,1,2,521,2,2,0,0,26,0,0,0,0,8,2007,0,0,177500
357,20,5,70,9248,1,0,0,0,8,2,0,0,6,6,1992,1992,1,6,6,1,106,2,2,2,1,2,3,0,560,5,0,598,1158,1,1,0,0,1167,0,0,1167,1,0,2,0,3,1,1,6,0,0,5,1,1992,1,2,400,2,2,0,120,26,0,0,0,0,7,2009,0,0,173000
358,120,7,44,4224,0,0,0,0,10,2,3,0,5,5,1976,1976,1,5,5,3,0,2,2,2,1,2,3,1,874,5,0,268,1142,1,2,0,0,1142,0,0,1142,1,0,1,1,3,1,2,6,0,1,4,1,1976,0,2,528,2,2,0,536,90,0,0,0,0,8,2007,0,0,134000
359,80,5,92,6930,1,0,0,0,4,2,0,7,5,4,1958,1958,3,16,7,1,120,2,2,1,2,2,1,2,300,3,294,468,1062,1,0,0,2,1352,0,0,1352,0,1,1,0,3,1,1,6,2,0,5,3,1958,2,1,288,2,2,0,168,0,294,0,0,0,7,2006,0,1,130000
360,60,5,78,12011,1,0,2,0,13,2,0,3,8,5,1998,1998,1,15,15,1,530,1,2,2,1,2,1,0,956,5,0,130,1086,1,0,0,0,1086,838,0,1924,1,0,2,1,3,1,1,7,0,1,2,1,1998,1,2,592,2,2,0,208,75,0,0,374,0,6,2006,0,0,280000
361,85,5,70,7540,1,0,2,0,11,2,0,6,6,6,1978,1978,1,15,15,3,0,2,2,1,1,2,1,0,773,5,0,115,888,1,0,0,0,912,0,0,912,1,0,1,0,2,1,2,5,0,1,2,1,1978,1,2,470,2,2,0,0,0,0,0,192,0,6,2007,0,0,156000
362,50,5,70,9144,0,0,0,0,3,2,0,1,5,5,1940,1982,1,8,8,3,0,2,2,1,2,2,3,3,399,5,0,484,883,1,1,0,0,988,517,0,1505,1,0,1,0,3,1,2,8,0,0,5,5,1940,2,1,240,2,2,2,0,0,0,0,0,0,7,2008,0,0,145000
363,85,5,64,7301,0,0,1,0,7,2,0,6,7,5,2003,2003,1,6,6,1,500,1,2,3,5,5,4,6,0,6,0,0,0,1,0,0,0,495,1427,0,1922,0,0,3,0,4,1,1,7,0,1,0,3,2003,1,2,672,2,2,0,0,0,177,0,0,0,7,2009,8,0,198500
364,160,7,21,1680,0,0,0,0,2,2,4,3,6,8,1972,2007,1,6,6,1,510,2,2,1,2,2,3,1,162,5,0,321,483,1,1,0,0,483,504,0,987,0,0,1,1,2,1,1,5,0,0,5,5,1972,2,1,264,2,2,0,250,0,0,0,0,0,5,2009,0,0,118000
365,60,5,70,18800,1,0,3,0,16,2,0,3,6,5,1976,1976,1,6,6,1,120,2,2,2,1,2,2,0,712,5,0,84,796,1,2,0,0,790,784,0,1574,1,0,2,1,3,1,2,6,0,1,2,1,1976,0,2,566,2,2,0,306,111,0,0,0,0,7,2006,0,0,190000
366,70,7,59,10690,0,0,0,0,9,2,0,3,5,7,1920,1997,3,15,15,3,0,2,1,1,2,3,3,3,456,5,0,216,672,1,1,0,1,672,672,0,1344,0,0,1,0,3,1,2,6,0,0,5,5,1964,2,1,468,2,3,0,0,128,218,0,0,0,7,2009,0,0,147000
367,20,5,70,9500,1,0,0,0,12,2,0,0,6,5,1963,1963,1,10,10,1,247,2,2,1,1,2,3,2,609,5,0,785,1394,1,1,0,0,1394,0,0,1394,1,0,1,1,3,1,2,6,0,2,1,1,1963,1,2,514,2,2,0,0,76,0,0,185,0,7,2009,0,0,159000
368,80,5,101,9150,1,0,1,0,12,2,0,7,6,5,1962,1962,1,10,10,1,305,2,2,1,1,2,0,0,371,5,0,728,1099,1,1,0,0,1431,0,0,1431,0,1,1,0,3,1,2,6,0,1,1,2,1962,1,1,296,2,2,0,64,110,0,0,0,0,12,2008,0,0,165000
369,20,5,78,7800,0,0,0,0,12,2,0,0,5,6,1954,1954,1,6,6,1,200,2,2,2,2,2,3,4,540,5,0,728,1268,1,1,0,0,1268,0,0,1268,0,0,1,0,2,1,2,7,0,1,1,1,1954,0,1,244,2,2,0,0,98,0,0,0,0,3,2010,0,0,132000
370,20,5,70,9830,1,0,1,0,12,2,0,0,5,7,1959,2006,1,16,16,3,0,2,1,1,2,2,3,1,72,3,258,733,1063,1,0,0,0,1287,0,0,1287,1,0,1,0,3,1,1,7,0,1,1,5,1997,0,2,576,2,2,0,364,17,0,0,182,0,3,2010,0,0,162000
